College,Branch,Year,University,Category,Percentile
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2023,Mumbai University,EWS,70.12
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2023,Mumbai University,GOBCS,83.44
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2023,Mumbai University,GOPENS,92.62
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2023,Mumbai University,TFWS,93.91
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2023,Mumbai University,EWS,92.34
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2023,Mumbai University,GOBCS,89.09
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2023,Mumbai University,GOPENS,92.63
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2023,Mumbai University,TFWS,94.44
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2023,Mumbai University,EWS,87.88
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2023,Mumbai University,GOBCS,89.88
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2023,Mumbai University,GOPENS,91.54
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2023,Mumbai University,TFWS,93.18
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2023,Mumbai University,EWS,81.63
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2023,Mumbai University,GOBCS,87.79
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2023,Mumbai University,GOPENS,70.15
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2023,Mumbai University,TFWS,72.56
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2023,Mumbai University,EWS,56.12
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2023,Mumbai University,GOBCS,58.81
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2023,Mumbai University,GOPENS,72.74
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2023,Mumbai University,TFWS,75.56
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2023,Mumbai University,EWS,39.59
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2023,Mumbai University,GOBCS,58.81
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2023,Mumbai University,GOPENS,94.7
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2023,Mumbai University,TFWS,96.17
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2023,Mumbai University,EWS,94.33
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2023,Mumbai University,GOBCS,94
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2023,Mumbai University,GOPENS,93.65
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2023,Mumbai University,TFWS,94.91
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2023,Mumbai University,EWS,92.99
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2023,Mumbai University,GOBCS,91.51
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2023,Mumbai University,GOPENS,82.45
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2023,Mumbai University,TFWS,83.96
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2023,Mumbai University,EWS,81.25
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2023,Mumbai University,GOBCS,82.25
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2023,Mumbai University,GOPENS,83.16
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2023,Mumbai University,TFWS,84.38
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2023,Mumbai University,EWS,83.44
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2023,Mumbai University,GOBCS,79.47
"Government College of Engineering, Karad",Computer Engineering,2023,Shivaji University,GOPENS,97.5
"Government College of Engineering, Karad",Computer Engineering,2023,Shivaji University,TFWS,97.85
"Government College of Engineering, Karad",Computer Engineering,2023,Shivaji University,EWS,97.45
"Government College of Engineering, Karad",Computer Engineering,2023,Shivaji University,GOBCS,96.89
"Government College of Engineering, Karad",Information Technology ,2023,Shivaji University,GOPENS,96.61
"Government College of Engineering, Karad",Information Technology ,2023,Shivaji University,TFWS,97.67
"Government College of Engineering, Karad",Information Technology ,2023,Shivaji University,EWS,96.65
"Government College of Engineering, Karad",Information Technology ,2023,Shivaji University,GOBCS,95.95
"Government College of Engineering, Karad",Mechanical Engineering,2023,Shivaji University,GOPENS,89.4
"Government College of Engineering, Karad",Mechanical Engineering,2023,Shivaji University,TFWS,94.65
"Government College of Engineering, Karad",Mechanical Engineering,2023,Shivaji University,EWS,90.8
"Government College of Engineering, Karad",Mechanical Engineering,2023,Shivaji University,GOBCS,85.05
"Government College of Engineering, Karad",Elecrical Engineering,2023,Shivaji University,GOPENS,89.5
"Government College of Engineering, Karad",Elecrical Engineering,2023,Shivaji University,TFWS,95.27
"Government College of Engineering, Karad",Elecrical Engineering,2023,Shivaji University,EWS,92.03
"Government College of Engineering, Karad",Elecrical Engineering,2023,Shivaji University,GOBCS,85.83
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2023,Shivaji University,GOPENS,87.28
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2023,Shivaji University,TFWS,92.97
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2023,Shivaji University,EWS,89.48
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2023,Shivaji University,GOBCS,81.98
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2023,Shivaji University,GOPENS,85.49
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2023,Shivaji University,TFWS,89.12
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2023,Shivaji University,EWS,88.46
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2023,Shivaji University,GOBCS,80.12
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2023,Shivaji University,GOPENS,4.74
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2023,Shivaji University,TFWS,45.59
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2023,Shivaji University,EWS,35.97
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2023,Shivaji University,GOBCS,7.46
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2023,Shivaji University,GOPENS,39.87
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2023,Shivaji University,TFWS,74.09
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2023,Shivaji University,EWS,63.54
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2023,Shivaji University,GOBCS,6.97
"Walchand College of Engineering, Sangli",Computer Engineering,2023,Shivaji University,GOPENS,99.32
"Walchand College of Engineering, Sangli",Computer Engineering,2023,Shivaji University,TFWS,99.62
"Walchand College of Engineering, Sangli",Computer Engineering,2023,Shivaji University,EWS,99.22
"Walchand College of Engineering, Sangli",Computer Engineering,2023,Shivaji University,GOBCS,99.18
"Walchand College of Engineering, Sangli",Information Technology ,2023,Shivaji University,GOPENS,99.13
"Walchand College of Engineering, Sangli",Information Technology ,2023,Shivaji University,TFWS,99.25
"Walchand College of Engineering, Sangli",Information Technology ,2023,Shivaji University,EWS,99.11
"Walchand College of Engineering, Sangli",Information Technology ,2023,Shivaji University,GOBCS,99.06
"Walchand College of Engineering, Sangli",Mechanical Engineering,2023,Shivaji University,GOPENS,96.2
"Walchand College of Engineering, Sangli",Mechanical Engineering,2023,Shivaji University,TFWS,97.11
"Walchand College of Engineering, Sangli",Mechanical Engineering,2023,Shivaji University,EWS,96.42
"Walchand College of Engineering, Sangli",Mechanical Engineering,2023,Shivaji University,GOBCS,94.91
"Walchand College of Engineering, Sangli",Elecrical Engineering,2023,Shivaji University,GOPENS,96.72
"Walchand College of Engineering, Sangli",Elecrical Engineering,2023,Shivaji University,TFWS,97.81
"Walchand College of Engineering, Sangli",Elecrical Engineering,2023,Shivaji University,EWS,96.94
"Walchand College of Engineering, Sangli",Elecrical Engineering,2023,Shivaji University,GOBCS,95.79
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2023,Shivaji University,GOPENS,46.17
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2023,Shivaji University,TFWS,49.59
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2023,Shivaji University,EWS,39.87
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2023,Shivaji University,GOBCS,36.71
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2023,Shivaji University,GOPENS,66.23
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2023,Shivaji University,TFWS,7.12
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2023,Shivaji University,EWS,51.1
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2023,Shivaji University,GOBCS,48.26
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2023,Shivaji University,GOPENS,32.59
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2023,Shivaji University,TFWS,35.46
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2023,Shivaji University,EWS,31.1
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2023,Shivaji University,GOBCS,15.55
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2023,Shivaji University,GOPENS,36.15
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2023,Shivaji University,TFWS,38.89
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2023,Shivaji University,EWS,37.41
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2023,Shivaji University,GOBCS,34.27
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2023,Shivaji University,GOPENS,80.37
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2023,Shivaji University,TFWS,87.65
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2023,Shivaji University,EWS,83.89
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2023,Shivaji University,GOBCS,70.09
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2023,Shivaji University,GOPENS,78.46
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2023,Shivaji University,TFWS,79.98
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2023,Shivaji University,EWS,77.3
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2023,Shivaji University,GOBCS,67.15
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2023,Shivaji University,GOPENS,17.83
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2023,Shivaji University,TFWS,50.64
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2023,Shivaji University,EWS,42.02
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2023,Shivaji University,GOBCS,16.74
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2023,Shivaji University,GOPENS,26.9
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2023,Shivaji University,TFWS,85.59
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2023,Shivaji University,EWS,63.54
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2023,Shivaji University,GOBCS,6.65
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2023,Shivaji University,GOPENS,93.71
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2023,Shivaji University,TFWS,96.84
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2023,Shivaji University,EWS,94.49
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2023,Shivaji University,GOBCS,92.2
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2023,Shivaji University,GOPENS,87.41
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2023,Shivaji University,TFWS,95.45
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2023,Shivaji University,EWS,89.95
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2023,Shivaji University,GOBCS,81.51
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2023,Shivaji University,GOPENS,59.06
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2023,Shivaji University,TFWS,81.42
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2023,Shivaji University,EWS,67.11
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2023,Shivaji University,GOBCS,28.46
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2023,Shivaji University,GOPENS,74.36
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2023,Shivaji University,TFWS,84.88
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2023,Shivaji University,EWS,77.08
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2023,Shivaji University,GOBCS,36.9
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Engineering,2023,Shivaji University,GOPENS,79.89
